source,word,aoa,arousal,conc,dom,fam,gender,image,size,valence,humor,social
gpt4o,passion,0.493964,0.2,0.4,0.583095,0.231517,0.440908,0.670522,0.547723,0.374166,0.2,0.489898
gpt4o,pause,0.682935,0.583095,0.447214,0.632456,0.401995,0.509902,0.396989,0,0.2,0.4,0.374166
gpt4o,pelvis,0.316228,0.509902,0.316228,0.244949,0.313688,0.2,0.4,0.374166,0.205913,0.287054,0.338231
gpt4o,pension,0.332265,0.489898,0.447214,0.8,0.447214,0.774597,0.2,0.244949,0.489898,0.04,0.678233
gpt4o,people,0.531413,0.244949,0.509902,0.447214,0,0.316228,0.969536,0.2,0.547723,0.244949,0
gpt4o,person,0.392938,0.632456,0.4,0.2,0.12,0.436348,0.51923,0.374166,0.244949,0.244949,0.2
gpt4o,pest,0.316228,0.974474,0.640625,0.374166,0.224499,0.583095,0.489898,0.244949,0.374166,0,0.632456
gpt4o,phantom,0.354401,0.547723,0.32,0.4,0.24,0.509902,0.2,0.2,0.244949,0.2,0.2
gpt4o,phase,0.503587,0.4,0.244949,0.2,0.244949,0.08,0.583095,0.509902,0,0.231517,0.4
gpt4o,pheasant,0.509902,0.547723,0.4,0.632456,0.509902,0.195959,0.374166,0.374166,0.244949,0.244949,0.4
gpt4o,picket,0.185472,0.741889,0.244949,0.509902,0.489898,0.374166,0.583095,0.316228,0,0.08,0.624179
gpt4o,picture,0.4,0.51614,0.588558,0.386782,0.244949,0.231517,0.49558,0.4,0.244949,0.374166,0.374166
gpt4o,piece,0.244949,0.489898,0.449889,0.244949,0.374166,0.633719,0.49558,0.4,0.244949,0.195959,0.372022
gpt4o,pillow,0.222711,0.372022,0.12,0.547723,0.12,0.4,0.318748,0.547723,0.244949,0.244949,0.244949
gpt4o,pint,0.632456,0.553534,0.257682,0.447214,0.632456,0.222711,0.231517,0.244949,0.2,0.509902,0.222711
gpt4o,pity,0.583095,0.860233,0.2,0.374166,0.523832,0.231517,0.489898,0.2,0.244949,0.244949,0.489898
gpt4o,plasma,0.2,0.489898,0.509902,0.4,0.374166,0.509902,0.678233,0.678233,0.244949,0.04,0.189737
gpt4o,plea,0.487442,0.547723,0.285657,0.300666,0.508331,0.374166,0.285657,0.374166,0.244949,0.316228,0.374166
gpt4o,pleasure,0.640625,0.6,0.392938,0.595315,0.316228,0.449889,0.492341,0.734847,0.2,0.205913,0.4
gpt4o,police,0.374166,0.531413,0.2,0.340588,0.2,0.244949,0.601332,0.734847,0.663325,0.374166,0.386782
gpt4o,portrait,0.244949,0.583095,0.509902,0.4,0.224499,0.372022,0.4,0.489898,0.244949,0.244949,0.734847
gpt4o,power,0.643117,0.583095,0.263818,0.2,0,0.278568,0.4,0.663325,0.2,0.489898,0.615142
gpt4o,prestige,0.195959,0.6,0.382623,0.244949,0.244949,0.440908,0.503587,0.547723,0.32619,0.195959,0.515364
gpt4o,pride,0.244949,0.244949,0.436348,0.316228,0.509902,0.377359,0.547723,0.2,0.244949,0.4,0.860233
gpt4o,prince,0.4,0.374166,0.748331,0.4996,0.49558,0.2,0.244949,0.374166,0.447214,0.316228,0.244949
gpt4o,princess,0.587878,0.741889,0.489898,0.583095,0.2,0.318748,0.244949,0.663325,0.4,0.5004,0.812404
gpt4o,prison,0.387814,0.4,0.224499,0.374166,0.379473,0.583095,0.673498,0.316228,0.244949,0.195959,0.374166
gpt4o,product,0.244949,0.300666,0.6,0.547723,0.32,0.4,0.734847,0.374166,0.553534,0.374166,0.374166
gpt4o,progress,0.300666,0.774597,0.244949,0.4,0,0.285657,0.663325,0.316228,0.407922,0.316228,0.205913
gpt4o,project,0.489898,0.316228,0.547723,0.4,0.244949,0.509902,0.707107,0.374166,0.2,0.316228,0.489898
gpt4o,pumpkin,0.213542,0.411825,0.116619,0.489898,0.271293,0.416653,0.193907,0.509902,0.4,0.313688,0
gpt4o,punch,0.338231,0.313688,0.927362,0.538145,0.244949,0.287054,0.244949,0.4,0.503587,0.509902,0.428952
gpt4o,pupil,0.717217,0.637495,0.927362,0.8,0.6,0,0.621611,0.244949,0.2,0.4,0.83666
gpt4o,puzzle,0.316228,0.316228,0.595315,0.547723,0.377359,0.4,0.316228,0.244949,0.377359,0.233238,0.632456
gpt4o,python,0.407922,0.649923,0.244949,0.632456,0.447214,0.583095,0.332265,0.489898,0.4,0.338231,0.2
gpt4o,rain,0.2,0,0.257682,0.222711,0.12,0.447214,0,0.4,0.51923,0.189737,0.244949
gpt4o,rattle,0.344093,0.4,0.416653,0.2,0.374166,0.2,0.440908,0.244949,0.509902,0.316228,0.344093
gpt4o,reason,0.442719,0.32619,0.04,0.509902,0.316228,0.374166,0.509902,0.374166,0.509902,0.307246,0.58515
gpt4o,recall,0.248193,0.244949,0.4,0.560714,0.32619,0.489898,0.318748,0.509902,0.316228,0.275681,0.509902
gpt4o,reject,0.2,0.927362,0.2,0.489898,0.382623,0.316228,0.374166,0.244949,0.244949,0,0.374166
gpt4o,report,0.734847,0.244949,0.374166,0.316228,0,0.489898,0.583095,0.2,0.2,0.241661,0.509902
gpt4o,reptile,0.891291,0.707107,0.244949,0.489898,0.316228,0.447214,0.231517,0.547723,0.244949,0.244949,0.12
gpt4o,resort,0.2,0.860233,0.678233,0.244949,0.338231,0.205913,0.374166,0.489898,0.257682,0.244949,0.632456
gpt4o,respect,0.473286,0.748331,0.583095,0.244949,0.233238,0.374166,0.2,0.316228,0.646838,0.2,0.205913
gpt4o,risk,0.574804,0.527636,0.4,0.316228,0.4,0.2,0.447214,0.489898,0.374166,0.244949,0.604649
gpt4o,role,0.382623,0.583095,0.374166,0.244949,0.435431,0.2,0.489898,0.2,0.244949,0.316228,0.374166
gpt4o,romance,0.2,0.374166,0.244949,0.773563,0.231517,0.489898,0.411825,0.663325,0.2,0.244949,0.244949
gpt4o,rubble,0.62482,0.943186,0.4,0.32619,0.316228,0.509902,0.316228,0.4,0.416653,0.193907,0.4
gpt4o,ruffle,0.588558,0.894427,0.244949,0.489898,0.479166,0.244949,0.860233,0.316228,0.2,0.374166,0.748331
gpt4o,saloon,0,0.440908,0.4,0.722219,0.412795,0.374166,0.285657,0.374166,0.244949,0.4,0.374166
gpt4o,sandwich,0.2,0.2,0.12,0.374166,0.248193,0.32619,0,0.4,0.316228,0.313688,0.392938
gpt4o,scalpel,0.396989,0.487442,0,0.2,0.447214,0,0.678233,0.374166,0.374166,0,0.2
gpt4o,script,0.231517,0.860233,0.244949,0.547723,0.416653,0.233238,0.4,0.316228,0.244949,0,0.8
gpt4o,seed,0.4,0.583095,0.04,0.4,0.4,0.489898,0.4,0.4,0.372022,0.244949,0.4
gpt4o,sentence,0.354401,0.774597,0.374166,0.511468,0.374166,0.08,0.4,0.4,0.287054,0.2,0.374166
gpt4o,service,0.503587,0.682935,0.547723,1.24097,0.213542,0.244949,1.02956,0.509902,0.374166,0.205913,0.2
gpt4o,settle,0.488262,0.205913,0.316228,0.489898,0.195959,0.447214,0.231517,0.6,0.244949,0.316228,0.374166
gpt4o,shaft,0.370945,0.63435,0.583095,0.509902,0.374166,0.509902,0.271293,1.0198,0.6,0.338231,0.16
gpt4o,shame,0.583095,0.894427,0.2,0.4,0.374166,0.4,0.489898,0.244949,0.2,0.244949,0.663325
gpt4o,shark,0.2,0.4,0.32619,1.49666,0.244949,0.2,0.248193,0.509902,0.4,0.2,0.407922
gpt4o,shirt,0.316228,0.374166,0.366606,0.4,0,0.509902,0.305941,0.2,0.2,0.205913,0.678233
gpt4o,shrug,0.778203,0.318748,0.583095,0.4996,0.2,0.32619,0,0.2,0.2,0.374166,0.567803
gpt4o,signal,0.644981,0.416653,0.426146,0.560714,0.244949,0.509902,0.677052,0.4,0.244949,0.503587,0.4
gpt4o,sin,0.374166,0.244949,0.404969,1.1225,0.244949,0.859302,0.426146,0.374166,0.374166,0.372022,0.4
gpt4o,sister,0,0.678233,0.4996,0.748331,0.252982,0.447214,0.2,0.583095,0.332265,0.376298,0.374166
gpt4o,slave,0.583095,0.447214,0.496387,0.508331,0.2,0.338231,0.54626,0.812404,0.244949,0.2,0.374166
gpt4o,sleep,0.300666,0.374166,0.632456,0.676461,0.215407,0.489898,0.435431,0.374166,0.224499,0.316228,0.244949
gpt4o,slope,0.338231,0.748331,0.374166,0.374166,0.244949,0.361109,0,0.583095,0.244949,0,0.2
gpt4o,slum,0.263818,1.50917,0.374166,0.374166,0.374166,0.318748,0.4,0.663325,0.2,0.244949,0.244949
gpt4o,smear,0.435431,0.244949,0.32619,0.263818,0.316228,0.381576,0.32619,0.2,0.374166,0.316228,0.81388
gpt4o,smell,0.12,0.604649,0.509902,0.374166,0.316228,0.489898,0.783326,0.374166,0.316228,0.374166,0.233238
gpt4o,snail,0.285657,0.244949,0.04,0.547723,0.374166,0.374166,0.338231,0.316228,0.263818,0.2,0.185472
gpt4o,snort,0.316228,0.287054,0.509902,0.483322,0.316228,0,0.4,0.374166,0.16,0.374166,0.860233
gpt4o,soldier,0.632456,0.583095,0.445421,0.489898,0.4,0.12,0.287054,0.244949,0.4,0.374166,0.32619
gpt4o,sorrow,0.407922,1.27373,0.509902,0.583095,0.316228,0.370945,0.244949,0.8,0.2,0.08,0.707107
gpt4o,sparkle,0.116619,0.671118,0.583095,0.2,0.257682,0.316228,0.316228,0.509902,0.338231,0.244949,0.374166
gpt4o,spinach,0.40694,0.387814,0.287054,0.4,0.417612,0.374166,0.257682,0.244949,0.2,0,0
gpt4o,spirit,0.527636,0.244949,0.244949,0.980612,0.2,0,0.313688,0.374166,0.447214,0.332265,0.263818
gpt4o,spit,0.739189,0.509902,0.2,0.663325,0.213542,0.382623,0.2,0.316228,0.2,0.549181,0.492341
gpt4o,spring,0.440908,0.83666,0.489898,0.475815,0.2,0.32,0.4,0.509902,0.391918,0.2,0.12
gpt4o,squash,0.381576,0.754718,0.374166,0.489898,0.447214,0.678233,0.509902,0.678233,0.244949,0.748331,0.489898
gpt4o,squeeze,0.263818,0.374166,0.547723,0.707107,0.16,0.316228,0.489898,0.244949,0.244949,0.2,0.374166
gpt4o,stab,0.6,0.65909,0.707107,1.43527,0.374166,0.2,0.374166,0.663325,0.447214,0.2,0.531413
gpt4o,status,0.32619,0.547723,0.316228,0.32619,0.583095,0.231517,0.32619,0.547723,0.244949,0.316228,0.244949
gpt4o,stock,0.509902,0.663325,0.489898,0.372022,0.244949,0.6,0.926499,0.583095,0.316228,0.316228,0.749933
gpt4o,stomach,0.2,0.632456,0.396989,0.2,0.509902,0.416653,0.83666,0.316228,0.374166,0.32619,0.368782
gpt4o,stove,0.271293,0.316228,0.32,0.447214,0.324962,0.734847,0.2,0,0.244949,0.338231,0.224499
gpt4o,strand,0.509902,0.54626,0.509902,0.447214,0.316228,0.387814,0.557136,0.374166,0.316228,0.313688,0.205913
gpt4o,stretch,0.411825,0.509902,0.374166,0.193907,0.392938,0.2,0.2,0.509902,0.300666,0.244949,0.374166
gpt4o,stride,0.509902,0.705975,0.489898,0.509902,0.2,0.2,0.447214,0.489898,0.2,0.205913,0.4
gpt4o,string,0.547723,0.509902,0.374166,0.342929,0.149666,0.244949,0.489898,0.316228,0,0.313688,0.08
gpt4o,suburb,0.632456,0.244949,0.560714,0.205913,0.32,0,0.547723,0.2,0.16,0.244949,0.316228
gpt4o,success,0.816333,0.58515,0.407922,0.489898,0.2,0.4,0.489898,0.969536,0.2,0.419524,0.678233
gpt4o,surgeon,0.416653,0.509902,0.374166,0.509902,0.224499,0.396989,0.313688,0.4,0.734847,0.4,0.969536
gpt4o,sweater,0.678233,0.338231,0.193907,0.285657,0.244949,0.83666,0.244949,0.244949,0.224499,0.316228,0.386782
gpt4o,sword,0.244949,0.583095,0.313688,0.509902,0.233238,0.193907,0.374166,0.244949,0.678233,0.278568,0.87178
gpt4o,table,0.447214,0.4,0.203961,0.2,0.195959,0.4,0.2,0.489898,0.2,0.193907,0.447214
gpt4o,taboo,0.287054,0.224499,0.316228,0.509902,0.374166,0.316228,0.316228,0.374166,0,0.244949,0.860233
gpt4o,talent,0.231517,0.374166,0.313688,0.2,0.2,0.244949,0.224499,0.663325,0.316228,0.374166,0.663325
gpt4o,terror,0.342929,0.244949,0.365513,0.382623,0.4,0.4,0.4,1.1225,0.2,0.244949,1.28841
gpt4o,texture,0.547723,0.538145,0.244949,0.316228,0.4,0.352136,0.523068,0.374166,0.2,0.313688,0.08
gpt4o,throat,0.509902,0.374166,0.445421,0.244949,0.2,0.6,0.222711,0.316228,0.374166,0.193907,0.4
gpt4o,tiger,0.233238,0.374166,0.292575,0.316228,0.6,0.523832,0.195959,0.374166,0.374166,0.244949,0.2
gpt4o,toast,0.354401,0.316228,0.04,0.2,0.396989,0.244949,0.2,0.374166,0.316228,0.374166,0.489898
gpt4o,toilet,0,0.32619,0.2,0.244949,0.4,0.547723,0.4996,0.316228,0.374166,0.4,0.734847
gpt4o,tortoise,0.547723,0.374166,0.275681,0,0.32,0,0.231517,0.4,0.244949,0.2,0.193907
gpt4o,town,0.4,0.316228,0.426146,0,0.374166,0.370945,0.316228,0.2,0.2,0.263818,0.707107
gpt4o,toxin,0.2,0.374166,0.611882,0.4,0.244949,0.632456,0.411825,0.244949,0,0.185472,0.463033
gpt4o,traffic,0.374166,0.244949,0.488262,0.583095,0.12,0.287054,0.244949,0.244949,0.244949,0.205913,0.509902
gpt4o,transit,0.421426,0.632456,0.440908,0,0.447214,0.547723,0.426146,0.374166,0.244949,0.377359,0.583095
gpt4o,treason,0.183303,0.287054,0.509902,0.583095,0.354401,0.8,0.560714,0.812404,0.2,0.4,0.374166
gpt4o,treasure,1.0245,0.489898,0.916515,0.489898,0.195959,0.547723,0.2,0.447214,0.332265,0.244949,0.685274
gpt4o,trend,0.374166,0.2,0.244949,0.374166,0,0.4,0.355528,0.4,0.316228,0.374166,0.786384
gpt4o,triumph,0.287054,0.271293,0.2,0.244949,0.338231,0.372022,0.678233,0.374166,0.244949,0.4,0.4
gpt4o,troll,0.791454,0.748331,0.547723,0.748331,0.489898,0.4,0.670522,0.509902,0.316228,0.374166,0.643117
gpt4o,trouble,0.203961,0.663325,0.205913,0.374166,0.340588,0.663325,0.32619,0.4,0,0.374166,0.860233
gpt4o,trousers,0.205913,0.509902,0.193907,0.4,0.318748,0.244949,0.489898,0.244949,0,0.4,0.678233
gpt4o,trumpet,0.340588,0.4,0.374166,0.231517,0.338231,0.374166,0.583095,0.244949,0.4,0,0.386782
gpt4o,trust,0.241661,0.416653,0.5004,0.583095,0.354401,0.812404,0.447214,0.244949,0.547723,0.354401,0.244949
gpt4o,tulip,0.447214,0.489898,0.0979796,0.547723,0.547723,0.224499,0.154919,0.489898,0.244949,0.12,0
gpt4o,tumble,0.386782,0.419524,0.2,0.244949,0.422374,0.374166,0.6,0.2,0,0.316228,0.4
gpt4o,typhoon,0.489898,0.2,0.4,1.31909,0.374166,0.509902,0.233238,0.316228,0.316228,0.244949,0.374166
gpt4o,ulcer,0.316228,1.32121,0.508331,0.244949,0.447214,0.448999,0.244949,0.4,0.244949,0,0.224499
gpt4o,urge,0.338231,0.4,0.244949,0.489898,0.332265,0.300666,0.374166,0.509902,0.12,0.316228,0.966644
gpt4o,usher,0.244949,0.244949,0.205913,0.872697,0.374166,0.354401,0.244949,0.244949,0.205913,0.213542,0.663325
gpt4o,venom,0.677052,0.2,0.483322,1.02956,0.583095,0.338231,0.316228,0.316228,0.205913,0.447214,0.224499
gpt4o,verge,0.560714,0.209762,0.4,0.2,0.422374,0.2,0.547723,0.244949,0.489898,0.407922,0.374166
gpt4o,version,0.338231,0.51923,0.447214,0.489898,0.374166,0.316228,0.615142,0.2,0,0.244949,0.2
gpt4o,victim,0.496387,0.830903,0.708237,0.4,0.316228,0.509902,0.667533,0.509902,0.244949,0,1.06771
gpt4o,virtue,0.32619,0.427083,0.374166,0.340588,0.316228,0.2,0.374166,0.244949,0.338231,0.231517,1.16619
gpt4o,vowel,0.489898,0.4,0.244949,0.748331,0.509902,0.374166,0.523068,0.316228,0.2,0.489898,0.12
gpt4o,vulture,0.386782,0.821219,0.313688,0.915205,0.4,0.4,0.244949,0.583095,0.2,0.483322,0.231517
gpt4o,waitress,0.678233,0.509902,0.316228,0.4,0.374166,0.374166,0.316228,0.2,0.244949,0.244949,0.509902
gpt4o,wallet,0.661513,0.316228,0.244949,0.560714,0.447214,0.316228,0.4,0.244949,0.316228,0.338231,0.316228
gpt4o,walnut,0.244949,0.287054,0.407922,0.316228,0.440908,0.2,0.2,0.4,0.193907,0.2,0.195959
gpt4o,walrus,0.489898,0.4,0.189737,0.411825,0.4,0.509902,0.2,0.489898,0.244949,0.316228,0
gpt4o,whimper,0.458694,0.927362,0.224499,0.547723,0.713863,0.392938,0.547723,0.4,0.316228,0.407922,0.860233
gpt4o,whisper,0.4,0.489898,0.316228,0.316228,0.374166,0.2,0.2,0.509902,0.244949,0.316228,0.374166
gpt4o,whore,0.231517,0.6,0.927362,0.844748,0.447214,1.48674,0.374166,0.316228,0.32619,0.4,0.875443
gpt4o,wisdom,0.6,0.678233,0.2,0.377359,0.244949,0.663325,0.340588,0.894427,0.244949,0.338231,0.447214
gpt4o,wish,0.233238,0.447214,0.374166,0.374166,0.386782,0.523832,0.318748,0.374166,0.4,0.2,0.583095
gpt4o,wit,0.374166,0.2,0.263818,0.318748,0.374166,0.244949,0.316228,0.244949,0.195959,0.332265,0.509902
gpt4o,wood,0.244949,0.2,0.374166,0.4,0.36,0.489898,0.583095,0.509902,0.374166,0.4,0.224499
gpt4o,wrath,0.426146,0.509902,0.263818,2.28035,0.509902,0.370945,0.927362,0.2,0.244949,0.231517,0.374166
gpt4o,wrestle,0.374166,0.2,0.374166,0.374166,0.300666,0.344093,0.374166,0.2,0.2,0.374166,0.812404
gpt4o,yeast,0.489898,0.244949,0.483322,0.08,0.2,0.08,0.392938,0.2,0.244949,0.4,0
gpt4o,zebra,0.370945,0.734847,0.189737,0.570614,0.244949,0.4,0.257682,0.509902,0.386782,0,0.2
gem15,affair,0,0.748331,0.489898,0,0.244949,0.466476,0.489898,0.663325,1.2,0.244949,0
gem15,aisle,0.2,0.489898,0.4,0.489898,0.244949,0,0.489898,0.489898,0,0.248193,0.2
gem15,anchor,0.447214,0.4,0.4,0.489898,0.244949,0,0.489898,0.489898,0.489898,0.205913,0.4
gem15,anger,0.489898,0,0.489898,0.979796,0.244949,0.374166,0.8,0.489898,0.489898,0.348712,0.632456
gem15,ant,0.447214,0.632456,0.374166,0,0,0.4,0,0.2,0.489898,0.4,0
gem15,applause,0.244949,0.489898,0,0.4,0.489898,0.2,0.489898,0.632456,0.244949,0.547723,0.489898
gem15,apple,0.244949,0.2,0.2,0.4,0,0.748331,0.2,0,0.2,0.244949,0.489898
gem15,apron,0.509902,0.489898,0.4,0.748331,0.4,0,0.489898,0,0,0.244949,0
gem15,arson,0.4,0.489898,0.894427,0.489898,0.489898,0.583095,0,0.489898,0.4,0.447214,0.632456
gem15,art,0.4,0.4,0.6,0,0.4,0.4,0.632456,0.4,0,0.2,0.489898
gem15,artist,0.374166,0.894427,0.632456,0,0,0.489898,0.489898,0.489898,0,0.447214,0.2
gem15,aspect,0.489898,0.489898,0.4,0,0.734847,0.08,0.4,0.489898,0,0.0979796,0.4
gem15,asthma,0.4,0.632456,0.748331,0.489898,0.4,0.4,0.4,0,0.4,0.318748,0.489898
gem15,attempt,0.374166,0.489898,0.4,0.4,0.244949,0.2,0.489898,0.489898,0.4,0.08,0
gem15,author,0.2,0.4,0.632456,0,0.316228,0.2,0.4,0.4,0.4,0.183303,0.8
gem15,baby,0.2,0.489898,0.447214,0.4,0,0.374166,0,0.489898,0.4,0.386782,0.4
gem15,balloon,0.244949,0.4,0.4,0.4,0.316228,0.489898,0,1.16619,0,0.195959,0.489898
gem15,ban,1.32665,0.4,0.447214,1.67332,0.447214,0.4,0.678233,0.748331,0,0.195959,0.489898
gem15,bandage,0.2,0.489898,0,0.489898,0.2,0.489898,0.316228,0,0.632456,0.213542,0.509902
gem15,basket,0.4,0.4,0,0.489898,0.244949,0.4,0,0.489898,0.4,0.244949,0.316228
gem15,battle,0.2,0.4,0.447214,0.632456,0.2,0.571314,0.447214,0.4,0.489898,0.2,0.4
gem15,bead,0.244949,0.489898,0.2,0.632456,0.4,1.0198,0.2,0.2,0.489898,0.374166,0.32
gem15,beer,0.374166,0.4,0.489898,0.489898,0,0.233238,0.374166,0.489898,0.489898,0.381576,0.4
gem15,beggar,0.374166,0.632456,0.8,0,0,0.4,0.4,0.489898,0,0.386782,0.489898
gem15,belief,0.316228,0.4,0.489898,0.4,0.244949,0.507543,0.489898,1.0198,0.489898,0.195959,0.4
gem15,bitch,0.8,0.489898,0.8,0.4,0.748331,0.08,0.632456,0.489898,0.2,0.489898,0
gem15,blame,0.374166,0,0,1.49666,0.509902,0.4,0.2,0.489898,0.4,0.338231,0.4
gem15,bliss,0.489898,1.2,0.748331,1.41421,0.748331,0.316228,1.32665,0.8,0,0.489898,0.4
gem15,blister,0.489898,0.489898,0.4,0.489898,0.489898,0.489898,0,0,0.4,0.436348,0
gem15,blood,0.4,0.489898,0.489898,0.979796,0.244949,0.4,0.489898,0.489898,0.748331,0.12,0.4
gem15,blouse,0.489898,0.4,0.4,0.489898,0.244949,0.257682,0.4,0.489898,0.447214,0.2,0.4
gem15,boast,0.489898,1.0198,0.4,0.489898,0.244949,0.4,0.632456,0.489898,0.489898,0.392938,0.4
gem15,bondage,0.244949,0.489898,0.4,0.489898,0.4,0.509902,0.489898,0.489898,0.4,0.707107,0.632456
gem15,bonnet,0.4,0.4,0.4,0.8,0.447214,0.285657,0.374166,0.2,0.489898,0.244949,0.28
gem15,bounce,0.316228,0.663325,0.4,0.489898,0.2,0.632456,0,0.632456,0.489898,0.244949,0.2
gem15,bowel,0.509902,0.489898,0.8,0.4,0.4,0,0.632456,0.489898,0.632456,0.773046,0
gem15,bowl,0.244949,0.489898,0,0.489898,0.447214,0.4,0.316228,0.4,0.4,0.318748,0.374166
gem15,bracket,0.2,0.6,0.489898,0.489898,0.632456,0.244949,0.489898,0,0,0.12,0.2
gem15,breakfast,0.4,0.748331,0.489898,0.489898,0,0.489898,0.583095,0,0,0.222711,0.4
gem15,breast,0.4,0.489898,0.4,0.489898,0.2,0.338231,0.4,0.489898,0.4,0.222711,0.632456
gem15,bulge,0.2,0.632456,0,0.489898,0.632456,0.489898,0.316228,0.632456,0.489898,0.316228,0
gem15,button,0,0.4,0.244949,0,0.2,0,0.489898,0.4,0,0.354401,0.407922
gem15,camp,0.489898,0,0.4,0.4,0.2,0.4,0.316228,0.489898,0.447214,0.332265,0.489898
gem15,cancer,0.4,0.489898,0.8,0.4,0.316228,0.4,0,0.894427,0,0.08,0.8
gem15,candle,0.4,0.489898,0.2,0.489898,0.4,0.489898,0.244949,0.4,0.4,0.275681,0.4
gem15,candy,0.2,0.632456,0.489898,0.632456,0,0.365513,0.244949,0.4,0,0.4,0.489898
gem15,canoe,0.4,0.4,0.2,0.489898,0.244949,0.4,0.374166,0.4,0.489898,0.257682,0.392938
gem15,carcass,0,0.632456,0.489898,0.489898,0.447214,0.386782,0.489898,0,0.489898,0.392938,0.445421
gem15,caress,0.244949,0.632456,0.489898,0.748331,0.447214,0.332265,0.489898,0.489898,0.2,0.392938,0.489898
gem15,carpet,0.547723,0.08,0.244949,0.894427,0.374166,0.788923,0,0.4,0.4,0,0.309839
gem15,carriage,0.4,0.4,0.2,0.489898,0.547723,0.847585,0.4,0,0.489898,0.205913,0.87178
gem15,castle,0.632456,0.8,0.4,0.447214,0.244949,0.583095,0,0.489898,0.4,0.492341,0.489898
gem15,cattle,0.489898,0.447214,0.4,1.84391,0.4,0.244949,0,0.489898,0.489898,0.374166,0.4
gem15,caution,0.4,0.4,0.489898,0.748331,0.2,0,0,0.632456,0.2,0.149666,0
gem15,cease,0.4,0.489898,0.4,0.748331,0.244949,0.489898,0.4,0.4,0.489898,0.338231,0.8
gem15,ceiling,0.489898,0,0.489898,0.6,0.244949,0,0.4,0.489898,0,0.263818,0.244949
gem15,chauffeur,0.244949,0.489898,0.489898,1.16619,0.447214,0.4,0.489898,0.4,0,0.224499,0.4
gem15,chest,0.509902,0.6,0.4,0.632456,0.244949,0.2,0.2,0,0.489898,0,0.387814
gem15,chew,0.244949,0.4,0.489898,0,0.316228,0.509902,0.4,0.2,0.489898,0.316228,0.2
gem15,child,0.244949,0.4,0.8,0.748331,0,0.632456,0.244949,0,0.4,0.32619,0.4
gem15,chord,0.4,0.4,0.4,0.4,0.316228,0,0.979796,0,0.4,0.116619,0.489898
gem15,circuit,0.244949,0.447214,0.4,0,0.2,0.4,0.4,0,0.4,0.224499,0.4
gem15,city,0.6,0.447214,0.2,0.4,0,0,0.678233,0,0,0,0.2
gem15,class,0.4,0.632456,0.489898,0.4,0.244949,0,0.4,0.632456,0.4,0.154919,0
gem15,clergy,0.2,0.632456,0.4,0.4,0.4,0.632456,0.4,0.489898,0,0.12,0.374166
gem15,cloak,0.374166,0.632456,0.489898,1.09545,0.4,0.4,0.447214,0.4,0.4,0.287054,0.489898
gem15,closure,0.2,0.489898,0.447214,0.8,0.547723,0,0,0.632456,0.748331,0.215407,0.4
gem15,clover,0,0.4,0.4,0.632456,0.2,0.8,0.663325,0.489898,0,0.275681,0
gem15,coffin,0.4,1.16619,0,0.489898,0.2,0.374166,0.4,0.4,0,0,0.632456
gem15,column,0.2,0.632456,0.632456,0,0.374166,0.489898,0.632456,0,0,0.193907,0
gem15,comb,0.2,0.32,0.2,0,0.316228,0.489898,0.4,0,0,0.396989,0.463033
gem15,compass,0.2,0.8,0.4,0.489898,0.8,0.489898,0.4,0,0.489898,0.224499,0.489898
gem15,complex,0,0.489898,0.632456,0.632456,0.374166,0.2,0,0.4,0.489898,0.12,0.663325
gem15,concept,0.4,0,0.2,0.748331,0.489898,0.2,0.4,0.8,0.489898,0.126491,0.632456
gem15,consent,0.489898,0.748331,0.4,1.62481,0.4,0,0.583095,0.489898,0.632456,0.293939,0.4
gem15,console,0.244949,0.632456,0.489898,0.748331,0.316228,0.6,0.489898,0.663325,0.4,0.233238,0.489898
gem15,contempt,0.316228,0.489898,0,1.93907,0.244949,0.244949,0.447214,0.748331,0,0.407922,0
gem15,context,0.489898,0.748331,0.4,0,0.583095,0.2,0.4,0.4,0.4,0.195959,0.748331
gem15,contract,0.2,0.4,0.489898,0.489898,0.489898,0.509902,0.489898,0.4,0.4,0.244949,0.632456
gem15,costume,0.374166,0.8,0.489898,0.4,0.447214,0.4,0.4,0.4,0,0.431741,0.489898
gem15,cottage,0.244949,0.4,0.2,0.489898,0.374166,0.489898,0.244949,0.632456,0.4,0.348712,0.8
gem15,cotton,0.489898,0.2,0,0.8,0.374166,0.417612,0.374166,0.8,0.632456,0.16,0.374166
gem15,couch,0.509902,0.489898,0.2,0.748331,0.4,0.6,0.374166,0,0.4,0.244949,0.4
gem15,cough,0.244949,0.489898,0.4,0.4,0.4,0,0.4,0.4,0,0.54626,0.4
gem15,county,0.244949,0.6,0.4,0.4,0,0.2,0.4,0,0,0.222711,0.489898
gem15,courage,0.244949,0.4,0.447214,0.4,0.2,0,0.8,0.748331,0.509902,0.04,0.4
gem15,crab,0.316228,0.489898,0.4,0.4,0.2,0.489898,0.2,0.4,0.489898,0.531413,0
gem15,cricket,0.4,0.632456,0,0,0.447214,0.4,0.2,0.489898,0.489898,0.372022,0.632456
gem15,crisis,0.244949,0.4,0,0.748331,0.509902,0.489898,0.4,0.663325,0.4,0.382623,0.4
gem15,crude,0.244949,0.489898,0.4,0.979796,0.2,0.447214,0.489898,0,0,0.233238,0.748331
gem15,crystal,0.4,0.4,0,0,0.2,0.507543,0,0.4,0,0.195959,0.377359
