source,word,foot_leg,hand_arm,head,mouth,torso
gem15,SEALER,0.8,1.342,0,0,0
gem15,SEEDER,1.051,1.265,0,0,0
gem15,SENILE,0.8,0,1.17,0,0
gem15,SEPTEMBER,0,0,0,0,0
gem15,SEXPLOITATION,0,1.183,1.138,2.059,0.8
gem15,SHARPENER,0,1.389,0,0,0
gem15,SHED,1.833,1.481,0,0,1.183
gem15,SHENANIGAN,0,1.183,1.748,0.98,0.98
gem15,SHIRTLESS,0,0,0,0,1.92
gem15,SHIVERING,0,0,0,0,1.259
gem15,SHUTTERBUG,0,1.265,1.949,0,0
gem15,SIEVE,0,1.265,0,0,0
gem15,SILLY,0,0,1.947,0,0
gem15,SILVERSMITH,1.96,0.934,0,0,0.78
gem15,SKIRTED,1.931,1.711,0,0,1.939
gem15,SLOUCH,0,0,0,0,1.117
gem15,SNIPPING,1.2,0.921,0,0,0
gem15,SNUFFBOX,0,0.632,0,0.8,0
gem15,SOLICITOR,0,0.78,2.077,0.4,0
gem15,SPANK,2,1.647,0,0,0
gem15,SPARE PARTS,0,1.265,0,0,0
gem15,SPECIALTY,0,0,2.449,0,0
gem15,SPINDLING,0,1.947,0,0,0
gem15,SPINOUT,0.759,0,0,0,2.315
gem15,STEREO,0,1.183,0,0,0
gem15,STEW,0,1.857,0,2.059,0
gem15,STREAMLINED,0,1.949,1.949,0,2
gem15,SUBSTITUTING,0,2.098,2.098,0,2
gem15,SUNDRESS,0,0.8,0,0,0
gem15,SUPERIORLY,0,0,1.947,0.8,0
gem15,SUPPOSITORY,0,1.857,0,0,0
gem15,SURPRISED,0,0,0.894,0,0
gem15,SUSTAINABLE,0,0,2.449,0,0
gem15,SWIFTLY,1.949,1.949,1.949,0,2
gem15,SYNCHRONIZED,0.759,1.183,1.793,1.265,1.265
gem15,SYNDICATION,0,1.764,2.096,0,1.939
gem15,TABLEWARE,0,1.647,0,0,0
gem15,TAKE,1.356,0.921,0,0,0
gem15,TALLER,0,0,0,0,1.931
gem15,TARPAPER,0.8,1.673,0,0,0.912
gem15,THICKHEADED,0,0,0.934,0,0
gem15,TIARA,0,0,1.949,0,0
gem15,TRACKER,1.47,1.931,1.92,0,0
gem15,TRANQUIL,0,0,2.098,0,2
gem15,TUNNEL VISION,0,0,1.706,0,0
gem15,TURMOIL,0,0.78,1.793,0.8,1.265
gem15,TYPOGRAPHER,0,1.308,2.449,0,0
gem15,UNAMBIGUOUSLY,0,0,1.491,0,0
gem15,UNCONFORMITY,0,0,2.098,0,0
gem15,UNCONTROLLED,0,0,2.098,0,2.449
gem15,UNDERNUTRITION,0,0,2.077,0,0
gem15,UNDERSTANDINGLY,0,0,0.934,0,0
gem15,UNFOUNDEDLY,0,0,1.863,0,2
gem15,UNHEALTHFUL,0,0,1.897,0,1.2
gem15,UNINTERRUPTIBLE,0,0,1.897,0,0
gem15,UNKNOWABLY,0,0,2.449,0,0
gem15,UNLOCKED,0,1.265,0,0,0
gem15,UNMANAGEABLY,0,0,2.449,0,0
gem15,UNPURIFIED,0,0,1.897,0,0
gem15,UNRUSHED,0,0,2.098,0,2
gem15,UNSKILLED,0,0.39,1.897,0,0.4
gem15,UNTHINKING,0,0,2.098,0,0
gem15,UNTIDY,0,1.863,1.949,0,2
gem15,UNTURNED,1.96,1.972,0,0,0.78
gem15,UNVEILING,0,1.671,1.949,0,0
gem15,UNVISITED,0.78,0,2,0,0
gem15,VALIANTLY,0,0,2.449,0,0
gem15,VENDINGMACHINE,0,1.265,0,0,0
gem15,VICIOUS,0.759,1.183,1.793,0.8,1.265
gem15,VILLA,0,0,0,0,0
gem15,VOLATILITY,0,0,2.449,0,0
gem15,WARPING,2,1.949,0,0,1.17
gem15,WASHED OUT,0,0,0,0,0
gem15,WATCH OVER,0.8,0,0.894,0,0
gem15,WATER METER,0,1.96,0,0,0
gem15,WAYWARD,1.939,1.17,1.931,0,0
gem15,WEATHERTIGHT,0,0,0,0,0
gem15,WEBBING,0,1.673,0,0,0
gem15,WHITEFISH,0,1.949,0,0,0
gem15,WHOOPING,0,0,1.947,0.4,0
gem15,WISTFUL,0,0,2,0,0
gem15,WORSEN,0,0,2.098,0,2
gem15,WRAITHLIKE,0,0,2,0,0
gem15,WRITHE,1.368,0,0,0,1.528
gem15,YIPPEE,0,0,1.947,1.939,0
gem15,ZAP,0,0,0,0,0
