source,word,aoa,arousal,conc,dom,fam,image,size,gender,valence,humor,social
gpt4,aspect,5.62,4.04,3.26,5.8,5.6,2.5,4.44,4.2,5.6,1.5,3.54
gpt4,asthma,5.74,6.64,5.4,2.9,4.36,3.66,2.82,3.9,2.38,1.1,1.5
gpt4,attempt,4.64,5.7,3.04,6.86,5.6,3.4,3.88,5,5.94,1.8,4.98
gpt4,author,4.98,4.6,4.6,7.66,5.86,4.36,4.56,4.4,6.6,1.6,5.2
gpt4,baby,1.3,5.52,6.9,2.88,6.92,7,1.9,2.5,8.3,2.5,5.5
gpt4,balloon,2.32,5.82,6.76,4.7,5.5,6.84,3.7,3,7,4.1,2.2
gpt4,ban,4.42,5.26,3.24,5.44,5.18,2.98,3.24,5,3.3,1.3,5.3
gpt4,bandage,3.58,4,6.82,3.4,5.2,6.08,2.54,3.3,6.4,1.7,2.8
gpt4,basket,2.68,2.74,6.64,3.62,5.76,6.1,2.3,2.9,5.9,2.5,1.8
gpt4,battle,4.08,8.28,4.74,8.02,5.5,5.3,6.1,6.7,3.5,1.2,6.3
gpt4,bead,2.68,2.72,6.74,3.56,3.74,5.9,1.8,2.7,5.3,2.1,1.7
gpt4,beer,5.38,6.12,6.82,5.48,6.54,6.26,2.8,6.5,6,3.4,4.6
gpt4,beggar,4.48,4.62,6.54,1.7,3.68,6.18,2.68,5.7,2.9,2.6,5.74
gpt4,belief,4.46,5.08,1.78,7.46,5.8,2.56,4.62,4.3,6.5,1.6,5.66
gpt4,bitch,6.2,7.3,4.74,5.46,4.58,3.9,3,3.4,2.3,2.7,5.3
gpt4,blame,4.06,6.38,3.2,4.24,5.98,3.42,3.64,4.5,2.66,1.6,6.42
gpt4,bliss,4.98,4.82,2.24,6.78,4.78,4.04,5,3.1,8.9,2,3.64
gpt4,blister,5.26,5.96,6.4,2.92,4.02,5.9,2.32,4.9,2.3,2.24,1.3
gpt4,blood,3.02,7.3,6.62,4.94,6.26,6.32,3.74,5.5,4.2,1.1,3
gpt4,blouse,3.54,3.14,6.8,4.18,5.12,6.08,2.7,1.7,6,2.1,2.6
gpt4,boast,5.62,6.14,2.8,7.88,4.72,3.8,4,5.6,4.9,2.3,5.4
gpt4,bondage,6.5,6.46,4.08,2.18,3.76,4.3,4.48,5.4,2.4,1.5,5.3
gpt4,bonnet,3.44,2.9,6.3,3.5,3.54,6.24,2.34,1.9,5.5,3,2.1
gpt4,bounce,2.48,5.7,4.6,5.88,5.04,5.98,2.52,4.6,6.34,4.1,2.3
gpt4,bowel,5.64,4.12,6.38,3.76,4.24,5.3,2.7,4.6,3.9,3,1.2
gpt4,bowl,2.08,2.48,6.86,4.38,5.88,6.62,2.46,3.6,5.4,2.44,1.48
gpt4,bracket,4.84,2.64,6.24,4.42,4.4,4.74,2.4,4.7,4.9,1.9,2
gpt4,breakfast,2.04,3.78,6.66,5.04,6.7,6.68,3.78,3.8,6.9,2.7,3.88
gpt4,breast,2.34,5.06,6.46,5.24,5.14,6.06,3.72,1.8,5.6,1.8,3.1
gpt4,bulge,5.3,4.94,5.22,4.52,4.44,5.32,3.56,5.6,4.58,3.68,1.4
gpt4,button,2.5,3.42,6.72,4.3,6.28,6,2.12,3.5,5.1,2.7,1.9
gpt4,camp,3.2,4.22,5.86,5.86,5.54,5.96,3.58,5.5,6.06,3.012,3.76
gpt4,cancer,6.12,8.42,5.92,1.46,6.14,4.48,6,4.8,1.1,1,2.6
gpt4,candle,3.02,3.34,6.86,4.42,5.7,6.5,2.24,3.1,6.4,1.82,1.9
gpt4,candy,2.48,5.24,6.74,4.86,6,6.8,2.44,2.6,7.1,3.9,2.3
gpt4,canoe,4.28,3.76,6.9,4.76,4.46,6.22,3.5,4.8,5.7,2.82,1.88
gpt4,carcass,5.8,4.36,6.54,3.1,3,5.58,4.14,5.9,1.9,1.4,1.24
gpt4,caress,4.94,5.38,4.9,4.76,4.36,5.76,2.5,2.6,7.54,2.1,5.88
gpt4,carpet,2.94,2.94,6.62,4.26,5.64,6.3,3.9,3.5,5.4,1.8,1.3
gpt4,carriage,4.04,3.84,6.26,5.04,4.12,6.36,4.9,3.3,6.4,2.16,3.4
gpt4,castle,2.94,5.52,6.84,7.78,5.36,6.7,6.8,5.5,7,1.8,3.4
gpt4,cattle,2.78,3.34,6.88,4.08,4.84,6.34,4.9,5.5,5.2,1.9,2.3
gpt4,caution,4.8,6.18,3.64,4.84,5.64,3.38,4.2,3.7,5.3,1.3,4.2
gpt4,cease,5.24,3.9,3.04,4.08,4.78,2.66,3.28,3.9,4.6,1.4,3.3
gpt4,ceiling,3.28,2.52,6.66,4.84,6.08,5.9,4.9,4,5.2,1.2,1
gpt4,chauffeur,5.9,4.68,6.14,5.56,3.72,5.68,3.86,6,6.28,2.8,4.5
gpt4,chest,2.7,4.74,6.5,5.9,5.82,6.18,3.7,5.7,5.2,1.8,1.7
gpt4,chew,2.1,4.4,5.62,5.16,5.6,5.86,2.1,4.8,5.3,2.86,1.8
gpt4,child,1.7,4.68,6.66,3.1,7,6.88,2.7,3.5,7.5,2.42,6.1
gpt4,chord,5.18,3.66,4.92,4.68,4.22,4.48,2.9,4.7,5.8,1.3,2.48
gpt4,circuit,5.9,4.54,5.7,6.12,4.62,4.8,4.04,5.4,5.5,1.4,2.1
gpt4,city,2.6,5.66,5.96,7.2,6.64,6.18,6.44,4.7,6,1.56,6.24
gpt4,class,2.66,4.24,4.32,6.5,6.66,4.14,4.32,4.1,6.4,1.62,6.22
gpt4,clergy,6.3,4.58,5.34,6.2,4.66,4.96,4.9,5.4,6.3,1.54,6.2
gpt4,cloak,4.7,4.52,6.6,5.24,3.94,5.82,3.28,4.8,4.96,2.36,2.3
gpt4,closure,5.62,4.62,3.7,6.46,5,3.54,4.38,4.3,6.5,1.3,4.88
gpt4,clover,3.1,3.3,6.84,4.44,4.08,6.34,1.8,3.1,6.7,2.8,1.48
gpt4,coffin,5.64,6.6,6.96,2,4.28,6.3,5,5.8,1.8,1,2.7
gpt4,column,5.14,3.3,5.78,5.72,5.18,5.36,5.12,4.9,5.2,1.4,2.2
gpt4,comb,2.32,2.4,6.88,4.6,5.74,6.2,1.82,3.2,5.2,2.4,1.3
gpt4,compass,4.14,3.72,6.48,5.6,5.12,6,4.42,4.9,6.52,1.7,2.66
gpt4,complex,5.6,5.68,2.98,6.74,5.74,2.94,5.44,4.8,5.1,1.4,3.8
gpt4,concept,5.42,4.2,1,6.58,5.52,1.8,4.5,4.8,6.1,1.3,3.7
gpt4,consent,5.78,3.9,2.94,5.84,5.26,3.4,4.02,3.8,7.3,1.46,6.62
gpt4,console,5.16,4.32,5.4,5.22,4.8,4.54,4.38,4.5,6.3,1.88,4.6
gpt4,contempt,6,6.74,2.32,6.14,4.6,3.64,4.3,5.3,2.6,1.66,5.6
gpt4,context,5.86,3.38,2.48,5.18,5.74,1.98,4,4.1,5.1,1,5.74
gpt4,contract,5.6,5.22,4.8,6.24,5.7,2.66,4.8,5.2,5.4,1.2,6.4
gpt4,costume,3.76,4.76,6.6,4.9,4.98,6.46,3.5,3.6,6.3,3.66,3.7
gpt4,cottage,3.84,3.22,6.96,4.66,4.92,6.6,3.92,3.1,7.1,2.3,3.06
gpt4,cotton,2.92,2.6,6.56,4.4,5.98,6.2,2.9,2.8,6.2,2,1.5
gpt4,couch,2.74,2.26,6.78,4.1,6.56,6.44,3.68,3.3,6,2.8,1.8
gpt4,cough,2.62,4.92,5.84,3.14,5.46,5.9,2.3,4.5,2.9,2.6,2.74
gpt4,county,4.7,3.66,5.96,5.78,5.4,4.66,4.8,4.5,5.3,1,4
gpt4,courage,4.62,6.1,2.04,8.18,5.5,3.24,6.1,5.94,8.1,1.66,4.8
gpt4,crab,2.54,4.14,6.92,3.52,4.98,6.28,2.5,4.6,4.7,3.78,1.2
gpt4,cricket,3.68,3.68,6.36,4.14,4.52,6.62,2,5.5,5.9,3.7,1.96
gpt4,crisis,5.36,8.1,2.7,4.64,5.82,3.34,6.1,5.34,2,1,6.1
gpt4,crude,5.52,5.84,4.7,4.98,4.94,4.3,3.8,5.5,3.2,2.32,2.9
gpt4,crystal,4.5,5,6.56,6.1,5.02,6.44,3.74,2.6,6.4,1.7,1.3
gpt4,cuddle,2.44,2.54,5.5,3.46,4.88,6,2.5,2.7,8.2,3.22,5.9
gpt4,culture,5.84,4.24,2.7,6.8,5.68,3.5,5.6,3.9,7.14,1.38,6.9
gpt4,cure,3.82,4.56,4.2,6.66,5.5,4.42,4.2,3.3,8.2,2,4.3
gpt4,curtain,3.02,2.66,6.48,3.94,5.16,6.34,3.9,2.9,5.3,2.2,1.6
gpt4,cushion,2.96,2.2,6.6,3.88,5.72,6.48,2.46,2.5,6.6,2.3,1.3
gpt4,dance,2.52,6.74,5,6.62,6.4,6.36,4,2.8,7.7,3.5,5.9
gpt4,dandruff,5.12,3.08,6.76,2.9,3.92,5.18,1.58,4.6,2.44,4.2,1.52
gpt4,dare,3.6,7.28,3.84,7.66,5.44,4.14,3.28,5.7,6.12,2.9,5.14
gpt4,date,3.5,5.1,5.2,5.5,6.68,5.8,2.66,3.8,7,2.3,6
gpt4,delight,4.06,6.06,2.54,6.42,5.76,4.7,4.66,2.8,8.76,3,4.74
gpt4,desert,3.46,3.9,6.04,5.34,5.68,6.52,6.36,5.2,4.04,1.7,1.34
gpt4,despair,5.42,8.14,2.42,1.84,4.94,3.34,4.62,4.1,1.48,1.02,5.02
gpt4,dessert,2.92,5.14,6.82,4.92,6.12,6.84,3,2.5,7.5,3.3,1.96
gpt4,device,4.76,4.6,5.64,6.66,5.88,5.26,3.46,5.1,5.74,1.3,2.66
gpt4,dinner,2.46,4.3,6.54,5.2,6.3,6.7,3.8,3.9,7.2,2.7,5.8
gpt4,disgust,4.94,7.44,2.82,4.14,4.96,3.66,3.78,4.4,1.8,1.12,5.02
gpt4,doctor,2.9,6.18,6.54,7.3,6.9,6.2,4.98,5.5,7.6,1.96,6.2
gpt4,doctrine,6.46,4.66,2.28,6.86,4.12,2.3,5.3,5.5,5.2,1.2,5.26
gpt4,donkey,2.6,4,6.9,3.64,4.24,6.6,3.24,5.5,4.8,4.5,1.82
gpt4,doom,5.2,7.98,2.58,2.76,4.28,3.84,6.3,6.2,1.4,1.2,4.1
gpt4,doubt,4.5,6.06,2.42,3.7,6.24,2.88,4.14,4.4,3.5,1.78,5.4
gpt4,dread,5.46,7.22,2.66,2.28,4.56,3.7,5.6,5.5,1.7,1,3.7
gpt4,duty,4.9,5.3,3.58,6.48,6.18,3.42,5.3,5.2,6.7,1.34,6.3
gpt4,ease,3.86,2.34,3.4,6.54,5.72,4.2,2.6,3.7,8,1.5,3.6
gpt4,employ,5.58,4.98,3.96,6.8,5.68,3.5,4.24,4.6,6.4,1.3,6.2
gpt4,escort,5.74,5.32,5.06,6.16,4.46,5.02,4.46,4.5,6.2,2.2,5.96
gpt4,essence,6.08,3.82,2.12,6.14,5.3,2.48,4.46,3.5,6.18,1.6,2.14
gpt4,excuse,4.08,5.2,3.4,3.58,6.06,3.5,3.06,4.2,4.12,2.6,5.34
gpt4,faith,4.44,4.58,2.06,7.24,5.86,2.82,4.8,3.3,7.9,2.06,5.5
gpt4,fame,3.88,6.9,2.5,8.26,5.86,3.8,6.06,4.2,7.5,2.06,6.3
gpt4,farewell,4.84,5.68,3.2,5.7,4.8,4.6,4.46,3.6,4.66,1.64,5.76
gpt4,fault,4.08,5,3.24,3.62,5.6,3.74,3.4,5,2.9,1.3,5.06
gpt4,feat,5.3,6.22,3.38,7.56,4.44,3.88,4.64,5.4,7.6,1.8,3.4
gpt4,fiction,5.28,4.74,3.02,5.44,5.54,3.56,4.1,3.8,6.2,3,3.4
gpt4,figment,5.8,4.28,2.34,4.6,3.84,2.64,2.5,4,5,2.78,2.36
gpt4,fire,1.8,7.64,6.92,7.54,6.68,7,5.1,5.8,4.3,1.5,2.72
gpt4,flea,2.94,4.7,6.76,2.98,4.18,5.9,1.28,4.3,2.5,3.6,1.7
gpt4,fleet,4.98,5.04,5.38,6.94,4.54,5.04,5.66,5.64,6.32,1.6,3.96
gpt4,flourish,5.68,5.7,3.78,7.26,4.76,4.42,4.9,3.5,7.6,2.3,3.72
gpt4,food,1.62,4.48,6.72,4.76,6.92,6.76,3.8,4.1,7.1,2.3,3.3
gpt4,forehead,2.7,2.78,6.84,4.38,5.42,6.28,2.88,4.7,5.18,2.82,1.52
gpt4,forge,5.54,5.74,5.52,6.96,4.12,5.16,4.7,6.4,5.94,1.7,3.2
gpt4,fortress,4.64,5.24,6.28,7.48,4.22,5.9,6.1,6.4,5.8,1.5,2.5
gpt4,fraud,6.08,7,3.52,4.78,5.18,3.44,4.1,5.5,1.6,2.1,6.14
gpt4,freedom,4.44,6.26,1.86,8.68,6.3,4.02,6.52,4.5,8.5,1.6,5.3
gpt4,function,5.4,4.16,3.76,6.2,6.18,2.24,4.2,4.6,5.8,1.1,3.8
gpt4,fuss,3.78,5.86,3.64,4.16,4.82,4.6,3,3.3,3.6,3.1,4.9
gpt4,gain,4.08,5.9,3.96,7.2,5.86,3.5,4.8,4.9,7.4,1.5,4.7
gpt4,game,1.98,6.46,4.6,7.04,6.8,5.9,3.88,5.5,6.54,3.7,5.86
gpt4,garbage,3.06,3.62,6.58,3.04,5.72,6.16,3.56,5,2.2,3.1,2
gpt4,giraffe,2.72,3.58,7,4.7,5.08,6.96,6.1,3.7,6.7,3.9,1
gpt4,gist,5.98,4.4,2.62,6.04,4.44,2.34,3.36,4.2,6.1,1.5,3.7
gpt4,glacier,5.36,3.9,6.98,5.36,4.16,6.34,6.7,5.1,5.8,1.6,1
gpt4,glee,3.56,7.18,2.74,6.62,5.1,4.84,3.08,2.9,8.5,4.08,5.04
gpt4,gloom,5.58,5.26,3.16,2.68,3.88,4.14,4,4.9,1.8,1.1,3.5
gpt4,goose,2.56,3.74,6.82,4.12,4.82,6.36,3.32,3.5,5.4,3.9,1.7
gpt4,greed,5.6,7.62,2.66,7,5.44,3.34,4.94,5.4,2.2,1.3,5.74
gpt4,grind,4.54,6.14,5.26,6.38,4.62,5,3.5,5.7,3.4,1.5,2.6
gpt4,guilt,5.54,7,2.54,3.3,4.86,3.2,4.1,4.2,2.2,1.1,5.6
gpt4,guitar,3.94,5.14,6.96,5.56,6.28,6.62,3.9,5,7.2,2.74,3
gpt4,hall,2.94,3.46,6.2,5,5.88,5.52,4.6,4.6,5.4,1.2,3.5
gpt4,ham,2.46,3,6.8,3.32,5.54,6.32,2.86,4.9,5.4,3.7,1.9
gpt4,hammock,5.2,1.86,6.76,4.74,4.24,6.54,3.4,3.4,7.5,3.3,1.7
gpt4,hand,1.12,3.6,7,5.12,6.9,6.84,2.96,4.6,5.1,1.2,3
gpt4,handle,3.48,3.72,6.1,6.28,5.8,5.58,3.1,5.2,5.1,1.96,3.3
gpt4,harvest,4.28,4.3,6.02,6.66,4.9,5.98,4.9,4.5,7.58,1.7,3.04
gpt4,hate,3.7,8.1,2.48,6.46,6.34,3,4.6,5,1.9,1,6.16
gpt4,head,1.44,4.02,6.72,6.62,6.76,6.26,3.4,4.9,5.2,1.6,2.66
gpt4,health,3.62,4.72,3.18,6.7,6.8,3.92,5.46,3.7,8.5,1.4,4.8
gpt4,heaven,3.68,4.62,2.5,7,6.02,5.04,6.7,3.1,8.8,1.96,3.1
gpt4,hit,1.82,7.04,4.82,5.84,6.24,5.36,2.8,6.1,3.76,1.8,5.46
gpt4,honey,2,3.2,6.98,4.68,5.94,6.32,2.7,2.5,7.9,3,2.6
gpt4,hope,3.34,5.38,1.7,6.68,6.4,3.26,4.8,2.9,8.5,1.8,5.16
gpt4,hostage,6.12,8.5,5.66,2.08,3.78,5.12,4.26,5.5,1.96,1.1,6.54
gpt4,hostess,4.96,4.7,5.76,5.28,4.38,5.64,3.72,2.1,6.4,2.6,6.1
gpt4,hurdle,4.74,5.82,5.76,5.1,4.18,5.98,3.9,5.5,4.06,2.6,3.34
gpt4,husband,4.36,4.74,6.32,5.52,6.26,5.78,4.32,6.7,6.5,2.1,6.42
gpt4,impress,4.7,6.54,3.62,7.58,5.6,4.32,4.06,4.9,7.2,1.9,5.2
gpt4,incest,6.52,8.72,3.7,2.62,3.52,2.46,4.4,4.2,1.24,1,6.5
gpt4,island,3.08,4.66,6.62,6.06,6.28,6.66,6,4.1,6.7,2.42,1.94
gpt4,issue,4.34,5.76,3.2,5.46,6.1,2.9,3.9,4.5,4.1,1.3,5.7
gpt4,item,3.96,3.04,5.42,4.76,6.26,4.66,2.6,3.9,5.3,1.1,1.9
gpt4,jacket,2.7,3.54,6.94,4.74,6.24,6.4,3.38,5.5,5.8,2,2.2
gpt4,jewel,3.54,4.84,6.94,5.98,5.22,6.8,4.06,2.4,7.9,2.1,2.4
gpt4,jungle,3.34,6.58,6.42,5.76,5.22,6.66,6.26,5.6,5.52,2.4,1.44
gpt4,junk,4.16,3.8,5.84,3.5,5.44,5.44,2.6,5.3,2.6,3.4,1.9
gpt4,justice,5,6.16,2.94,7.5,5.9,3.2,5.86,4.6,8.2,1.4,6.7
gpt4,kill,3.9,8.14,4.3,7.3,5.72,4.28,5.5,6.5,1.3,1,6.2
gpt4,knock,2.5,5.42,4.86,5.58,5.6,5.54,2.6,5.7,5,3.26,4.06
gpt4,knowledge,4.2,4.56,2.06,7.86,6.14,2.9,5.82,4.8,7.56,1.6,4.74
gpt4,lace,3.44,2.42,6.26,3.96,5.3,6.02,2.1,1.8,6.5,2.2,2.1
gpt4,ladder,2.88,4.66,7,6.18,5.4,6.44,4.14,5.5,5.96,2.7,2
gpt4,launch,4.76,6.94,4.4,7.66,5.2,4.8,5.2,5.7,6.6,1.9,4.3
gpt4,leaf,2.06,2.62,7,3.58,5.78,6.66,1.9,3.3,5.8,1.5,1.04
gpt4,leisure,5.6,2.54,3.2,6.24,5.3,4.4,4.74,3.5,7.7,2,4.4
gpt4,leopard,3.66,6.6,6.84,6.7,4.3,6.7,5.14,5.4,5.4,2.2,1.1
gpt4,lettuce,2.76,2.16,7,4.16,5.64,6.4,2.32,3.2,5.3,2.94,1.3
gpt4,limit,4.46,5.22,3.28,5.36,5.72,3.1,4.04,5.3,4.8,1.1,3.9
gpt4,line,2.54,3.64,4.64,5.4,6.68,4.7,2.8,4.5,5,1.6,3.3
gpt4,lobster,4.22,4.12,6.98,4.72,5.06,6.52,4.38,4.9,5.94,3.7,1.7
gpt4,luck,3.44,5.78,2.48,6.2,6.24,2.84,4.1,4.2,7.74,2.86,3.7
gpt4,luggage,4,4.26,6.72,4.48,5.54,6.4,4.32,4.3,5.3,2.7,2.28
gpt4,lumber,4.46,3.7,6.54,5.66,4.6,5.58,4.86,6,4.7,2.5,1.8
gpt4,lunch,2.18,3.88,6.64,4.88,6.44,6.6,3.04,4,6.8,2.8,4.5
gpt4,lust,5.78,8.3,2.36,7.1,4.84,3.98,4.3,5.4,5.2,1.8,5.36
gpt4,malice,5.66,7.64,2.28,4.78,4.2,3.58,4.7,4.9,1.56,1.2,6.44
gpt4,mammal,4.9,3.5,6.38,4.9,5.32,5.54,4.88,4.44,5.3,2.1,2.1
gpt4,mansion,4.52,5.2,6.62,7.64,5.44,6.64,6.96,4.3,7.6,1.7,3
gpt4,marvel,4.94,6.84,3.58,7.24,5.04,4.44,5.1,4.1,8.4,2.2,3.62
gpt4,mate,3.28,5.06,4.66,6.08,5.4,4.94,4.08,5.7,6.9,2.76,6.26
gpt4,melon,3.02,3.18,6.92,3.62,5.12,6.54,3.6,3.2,6.5,3.58,1.18
gpt4,menace,4.86,7.54,2.96,6.42,4.52,4.5,5.4,5.8,2,1.1,5.16
gpt4,merchant,5.14,4.88,5.92,6.3,4.46,5.18,4.26,5.4,5.9,1.8,5.5
gpt4,message,3.96,4.6,4.42,5.42,6.64,4.44,3.88,4,6,1.1,6.4
gpt4,metal,3.16,4.66,6.58,5.92,6.08,5.98,4.3,6.1,5,1.2,1.2
gpt4,methane,6.4,4.3,5.56,4.44,3.5,3.68,4.48,5.7,4.26,2.14,1.1
gpt4,method,4.8,3.82,4.22,5.7,6.4,2.46,4,4.5,5.6,1,2.7
gpt4,midst,5.58,4.4,3.6,5,4.26,2.94,3.98,4.3,5,1.16,4.1
gpt4,mirror,2.52,4.12,7,5.36,6,6.6,3.28,3.1,5.56,2,2.7
gpt4,mischief,5.08,6.52,4.18,5.84,4.82,4.38,3.6,4.9,3.6,4.2,5.3
gpt4,mistress,5.84,6.3,5.14,6.22,4.1,5.08,3.4,1.94,4.6,2.1,5.4
gpt4,model,3.76,5.1,5.26,5.78,6.3,5.34,3.66,3.4,6.4,1.72,4.06
gpt4,moisture,5.04,3.44,5.52,4.02,4.24,5.34,2.86,3.4,5.1,1.7,1.18
gpt4,moment,3.62,4.96,4.14,5.44,6.12,4.1,3.3,4.1,6.2,1.7,3.78
gpt4,monarch,5.2,5.26,5.68,8.28,4.5,5.44,6.3,5,6.9,1.7,5.54
gpt4,monkey,2.22,5.28,6.9,4.48,5.4,6.7,3.3,5.4,5.34,4.8,2.28
gpt4,monster,2.82,7.42,5.08,5.94,5.6,6.5,6.52,6.58,2.3,3,2.3
gpt4,mood,3.68,4.68,3.08,4.92,5.86,3.6,3.3,4,5.1,1.94,4.36
gpt4,morsel,5.78,3.2,6.28,3.66,3.86,5.5,1.5,3.4,5.9,2.5,1.8
gpt4,moth,4.02,2.76,6.78,3.94,3.72,6,1.86,3.44,4.92,2.46,1
gpt4,mother,1.54,4.7,6.1,5.9,7,6.8,4.6,1.4,7.9,1.8,6.74
gpt4,mug,2.8,3.22,6.92,4.24,5.82,6.64,2.4,5.9,5.04,3.4,2.24
gpt4,mural,5.16,4.02,6.54,5.2,3.92,6.24,5.1,3.6,6.6,1.4,2.8
gpt4,myth,5.04,5.1,1.9,6.46,4.88,3.7,5.04,5.1,5.7,2.1,3.9
gpt4,necklace,3.12,3.94,6.78,5.5,5.38,6.44,3.44,1.8,7.06,2.32,2.74
gpt4,nectar,5.62,3.96,6.02,4.98,4.3,5.12,2.22,3,7.1,1.74,1.26
gpt4,needle,3.38,5.2,6.84,4.3,5.5,5.96,1.9,3.2,4.3,1.6,1.7
gpt4,neglect,5.1,6.62,3.06,3.66,5.18,3.56,3.94,4.8,2.32,1.1,5.7
gpt4,neutral,5.4,4.18,3.54,5,5.14,2.2,3.6,4,5,2,4
gpt4,notion,5.44,4.42,2.2,5.92,4.68,2.34,3.3,4,5.5,1.5,3.3
gpt4,nuisance,5.06,5.48,4.28,3.54,5.24,3.96,2.46,4.6,2.3,3.3,4.88
gpt4,nurture,5.42,4.38,3.24,3.8,5.2,4.04,4.24,2.4,8,1.42,6.6
gpt4,office,4,4.06,6.72,6.52,6.48,6.26,4.84,5.2,5.4,1.52,5.72
gpt4,ordeal,5.8,7.52,3.78,3.36,4.64,3.88,5,5.3,3,1.3,4.9
gpt4,outrage,5.72,7.92,3.34,6.36,4.78,3.8,5.2,5.56,2.2,1.5,5.4
gpt4,packet,3.86,2.98,6.18,4.18,4.96,5.4,2.4,4.1,5,2.16,2.14
gpt4,palace,3.92,4.84,6.56,7.06,5.38,6.38,6.6,3.6,7.9,1.9,3.8
gpt4,pamphlet,5.92,3.5,6.36,5.44,3.56,5.7,2.2,4.3,5.1,1.9,3.88
gpt4,panther,4.28,7.28,6.7,7.2,4.34,6.44,5.8,5.7,5.5,2,1.3
gpt4,parade,3.12,6.72,5.92,6.26,5.26,6.56,5.44,3.7,7.08,3.3,6.44
gpt4,parrot,3.12,4.96,6.84,4.94,4.38,6.76,2.86,3.8,5.8,4,1.96
gpt4,passage,4.6,4.02,4.7,5.02,5.48,4.14,4.54,4.2,5.5,1.4,3
gpt4,passion,4.96,7.8,2.8,7.44,6.14,4.32,5.28,3.5,7.7,1.8,5.7
gpt4,pause,4.32,3.76,4.08,4.48,5.64,3.82,3.08,3.7,5.2,1.5,3.76
gpt4,pelvis,6.2,3.52,6.88,4.6,3.3,5.6,3.5,4.5,5,2.9,1.3
gpt4,pension,6.38,3.46,4.6,4.88,5.18,3.22,4.8,4.5,6.7,1.4,4.4
gpt4,people,1.6,5.2,5.66,5.78,7,6.44,5.98,4.1,6.4,1.7,7
gpt4,person,1.98,4.54,6.7,5.2,7,6.7,4.1,4.1,5.2,1.58,6.9
gpt4,pest,3.46,6.3,5.74,4.1,4.64,5.22,1.9,4.8,1.7,3.3,4.1
gpt4,phantom,5.2,6.22,4.56,4.7,4.3,5.04,4.8,5.2,3.9,2.54,1.8
gpt4,phase,5,4.4,3.76,5.28,5.78,2.46,3.8,4.3,5.2,1.2,3.46
gpt4,pheasant,5.54,3.46,6.74,5.08,3.44,6.24,4.2,4.6,5.6,2.6,1.26
gpt4,picket,5.42,4.34,5.78,4.94,3.7,5.1,2.7,5.2,4.5,2.28,4.48
gpt4,picture,2.06,4.06,6.34,5.42,6.6,6.84,3.6,3.5,7.1,2.2,3.16
gpt4,piece,2.06,3.4,5.52,4.9,6.48,5.2,2.7,3.7,5.2,1.88,2
gpt4,pillow,2.02,2.46,6.96,3.86,5.92,6.8,2.96,2.5,6.8,2.5,1.7
gpt4,pint,4.62,3.9,6.18,4.56,4.78,5.22,1.9,5.6,5.8,2.6,2.3
gpt4,pity,4.7,4.64,2.14,2.6,5.1,3.76,2.94,3.3,3.4,1.5,5.2
gpt4,plasma,6.7,5.66,5.2,5.28,3.84,2.38,5.14,4.9,4.8,1.6,1.2
gpt4,plea,5.32,5.92,3.24,3.14,4.7,4.26,3,3.5,4.7,1.4,5.4
gpt4,pleasure,4.54,7.36,3.74,6.9,5.9,4.96,4.56,3.1,8.2,2.4,4.04
gpt4,police,3.24,6.68,5.94,7.52,6.82,6.16,5.52,6.2,6,1.2,6.6
gpt4,portrait,4.48,3.88,6,5.44,4.94,6.26,4.2,3.2,6.6,1.7,4.4
gpt4,power,4.12,7.66,3.16,8.74,6.54,3.14,6.18,6,7.36,1.3,5.28
gpt4,prestige,6.34,6.1,3.2,7.96,4.66,3.06,5.9,5.2,7.78,1.24,5.74
gpt4,pride,4.42,6.62,2.6,8.08,6.12,3.98,4.8,5.3,7.7,1.4,5.5
gpt4,prince,3.2,5.34,5.52,7.76,5.24,5.7,5.48,6.4,7.1,2.2,5
gpt4,princess,2.78,5.42,6.1,6.46,5.52,6.54,5.2,1.6,7.66,2.7,5.54
gpt4,prison,5.18,7.7,6.7,1.82,5.36,5.92,6,6.3,2.1,1,6
gpt4,product,4.6,3.98,5.1,6.1,6.3,4.14,4.24,4.8,5.6,1.2,3.6
gpt4,progress,4.92,6.52,3.5,7.54,6.2,3.18,5.6,5,7.76,1.4,5.02
gpt4,project,4.88,5.38,4.74,6.92,6.24,4,4.92,5.5,6.6,1.7,5.06
gpt4,pumpkin,3.04,2.92,6.84,4.62,5.14,6.9,3.4,3.4,6.44,4.34,1.68
gpt4,punch,3.5,7.48,5.68,7.4,5.56,5.18,3.3,6.2,3.5,3.7,5.2
gpt4,pupil,3.28,4.12,5.7,3.24,5.54,5.56,2.24,3.8,5.7,1.5,4.6
gpt4,puzzle,3.3,5.1,5.1,5.14,5.32,5.2,4,4.1,5.8,3.32,3.1
gpt4,python,5.36,6.44,6.66,5.56,3.94,6.26,5.34,6,4.5,3,1.34
gpt4,rain,1.78,3.76,6.76,4.58,6.48,6.74,3.46,3.4,5.4,1.8,1.5
gpt4,rattle,2.4,6.14,5.84,3.8,4.1,5.96,2.4,3.8,3.8,3.38,2.66
gpt4,reason,4.24,3.94,3.38,6.88,6.36,2.78,4.1,4.7,7.16,1.16,4.5
gpt4,recall,4.58,5.2,3.4,5.56,5.7,3.46,4,4.1,5.2,1.34,4.5
gpt4,reject,4.58,6.22,3.6,5.98,5.04,3.16,3.34,5.16,3.1,1.5,5.9
